,index,TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,dt
3740,22,7:35 AM,75.2,69.8,83,29.98,10,WSW,8.1,-,,,Clear,240,22-07-2016 11:55
3741,23,7:55 AM,75.2,69.8,83,29.98,10,WSW,9.2,-,,,Clear,240,22-07-2016 12:00
3742,24,8:00 AM,75.2,69.8,83,29.98,10,WSW,8.1,-,,,Clear,250,22-07-2016 12:35
3743,25,8:35 AM,77,69.8,78,29.98,10,WSW,11.5,-,,,Clear,250,22-07-2016 12:55
3744,26,8:55 AM,77,69.8,78,29.98,10,WSW,9.2,-,,,Clear,250,22-07-2016 13:00
3745,27,9:00 AM,78.8,69.8,74,29.97,10,West,9.2,18.4,,,Clear,260,22-07-2016 13:35
3746,28,9:35 AM,80.6,71.6,74,29.96,9,WSW,8.1,-,,,Clear,250,22-07-2016 13:55
3747,29,9:55 AM,80.6,71.6,74,29.95,10,WSW,8.1,-,,,Clear,240,22-07-2016 14:00
3748,30,10:00 AM,82.4,69.8,66,29.95,10,West,8.1,-,,,Clear,260,22-07-2016 14:35
3749,31,10:35 AM,82.4,69.8,66,29.95,8,WSW,8.1,-,,,Clear,250,22-07-2016 14:55
3750,32,10:55 AM,84.2,69.8,62,29.94,8,West,10.4,20.7,,,Clear,260,22-07-2016 15:00
3751,33,11:00 AM,84.2,69.8,62,29.94,10,West,10.4,29.9,,,Clear,260,22-07-2016 15:35
3752,34,11:35 AM,86,69.8,58,29.94,10,West,9.2,42.6,,,Clear,260,22-07-2016 15:55
3753,35,11:55 AM,87.8,69.8,55,29.93,10,West,10.4,-,,,Clear,260,22-07-2016 16:00
3754,36,12:00 PM,87.8,69.8,55,29.92,10,West,10.4,26.5,,,Clear,260,22-07-2016 16:35
3755,37,12:35 PM,87.8,69.8,55,29.91,10,West,10.4,17.3,,,Clear,260,22-07-2016 16:55
3756,38,12:55 PM,89.6,69.8,52,29.9,10,West,11.5,16.1,,,Clear,260,22-07-2016 17:00
3757,39,1:00 PM,89.6,69.8,52,29.9,10,West,9.2,-,,,Clear,270,22-07-2016 17:35
3758,40,1:35 PM,91.4,69.8,49,29.89,10,West,9.2,16.1,,,Clear,260,22-07-2016 17:55
3759,41,1:55 PM,91.4,68,46,29.89,10,WSW,11.5,19.6,,,Clear,250,22-07-2016 18:00
3760,42,2:00 PM,91.4,69.8,49,29.88,10,WSW,11.5,18.4,,,Clear,250,22-07-2016 18:35
3761,43,2:35 PM,91.4,69.8,49,29.87,10,West,12.7,23,,,Clear,260,22-07-2016 18:55
3762,44,2:55 PM,91.4,69.8,49,29.86,10,WSW,11.5,-,,,Clear,250,22-07-2016 19:00
3763,45,3:00 PM,93.2,68,44,29.85,10,West,10.4,17.3,,,Clear,270,22-07-2016 19:35
3764,46,3:35 PM,93.2,69.8,46,29.84,10,West,15,20.7,,,Clear,270,22-07-2016 19:55
3765,47,3:55 PM,93.2,69.8,46,29.84,10,West,9.2,24.2,,,Partly Cloudy,260,22-07-2016 20:00
3766,48,4:00 PM,93.2,69.8,46,29.83,10,West,11.5,24.2,,,Scattered Clouds,260,22-07-2016 20:35
3767,49,4:35 PM,93.2,66.2,41,29.83,10,West,12.7,17.3,,,Scattered Clouds,260,22-07-2016 20:55
3768,50,4:55 PM,93.2,69.8,46,29.82,10,West,11.5,17.3,,,Mostly Cloudy,260,22-07-2016 21:00
3769,51,5:00 PM,93.2,69.8,46,29.82,10,West,12.7,-,,,Mostly Cloudy,260,22-07-2016 21:35
3770,52,5:35 PM,93.2,69.8,46,29.81,10,SW,9.2,-,,,Mostly Cloudy,230,22-07-2016 21:55
3771,53,5:55 PM,91.4,71.6,52,29.81,10,West,10.4,-,,,Mostly Cloudy,280,22-07-2016 22:00
3772,54,6:00 PM,91.4,71.6,52,29.8,10,West,12.7,-,,,Mostly Cloudy,260,22-07-2016 22:35
3773,55,6:35 PM,93.2,68,44,29.79,10,West,13.8,-,,,Partly Cloudy,260,22-07-2016 22:55
3774,56,6:55 PM,89.6,71.6,55,29.79,10,West,11.5,-,,,Partly Cloudy,260,22-07-2016 23:00
3775,57,7:00 PM,89.6,71.6,55,29.79,10,WSW,11.5,-,,,Clear,240,22-07-2016 23:35
3776,58,7:35 PM,87.8,71.6,58,29.79,10,WSW,12.7,-,,,Partly Cloudy,250,22-07-2016 23:55
3777,59,7:55 PM,87.8,71.6,58,29.8,10,WSW,11.5,-,,,Partly Cloudy,250,23-07-2016 00:00
3778,60,8:00 PM,87.8,71.6,58,29.8,10,WSW,11.5,-,,,Mostly Cloudy,240,23-07-2016 00:35
3779,61,8:35 PM,86,73.4,66,29.8,10,WSW,11.5,31.1,,,Partly Cloudy,250,23-07-2016 00:55
3780,62,8:55 PM,86,73.4,66,29.8,10,WSW,11.5,-,,,Partly Cloudy,240,23-07-2016 01:00
3781,63,9:00 PM,84.2,73.4,70,29.8,10,West,8.1,-,,,Clear,260,23-07-2016 01:35
3782,64,9:35 PM,84.2,73.4,70,29.81,10,West,8.1,-,,,Clear,260,23-07-2016 01:55
3783,65,9:55 PM,84.2,73.4,70,29.82,10,WSW,9.2,-,,,Clear,240,23-07-2016 02:00
3784,66,10:00 PM,84.2,73.4,70,29.81,10,West,8.1,-,,,Clear,270,23-07-2016 02:35
3785,67,10:35 PM,84.2,73.4,70,29.82,10,WSW,6.9,-,,,Clear,250,23-07-2016 02:55
3786,68,10:55 PM,84.2,71.6,66,29.81,10,West,8.1,-,,,Clear,260,23-07-2016 03:00
3787,69,11:00 PM,84.2,71.6,66,29.82,10,West,8.1,-,,,Clear,260,23-07-2016 03:35
3788,70,11:35 PM,82.4,71.6,70,29.82,10,West,8.1,-,,,Clear,260,23-07-2016 03:55
3789,71,11:55 PM,82.4,71.6,70,29.82,10,West,8.1,-,,,Clear,260,23-07-2016 04:00
3790,0,12:00 AM,82.4,71.6,70,29.82,10,West,10.4,-,,,Clear,270,23-07-2016 04:35
3791,1,12:35 AM,84.2,71.6,66,29.82,10,West,9.2,19.6,,,Clear,280,23-07-2016 04:55
3792,2,12:55 AM,82.4,71.6,70,29.82,10,West,10.4,16.1,,,Clear,260,23-07-2016 05:00
3793,3,1:00 AM,82.4,71.6,70,29.83,10,West,5.8,-,,,Clear,260,23-07-2016 05:35
3794,4,1:35 AM,82.4,69.8,66,29.83,10,West,4.6,-,,,Clear,260,23-07-2016 05:55
3795,5,1:55 AM,82.4,69.8,66,29.83,10,Calm,Calm,-,,,Clear,0,23-07-2016 06:00
3796,6,2:00 AM,82.4,69.8,66,29.83,10,Calm,Calm,-,,,Clear,0,23-07-2016 06:35
3797,7,2:35 AM,82.4,69.8,66,29.83,10,West,4.6,-,,,Clear,260,23-07-2016 06:55
3798,8,2:55 AM,80.6,69.8,70,29.83,10,WSW,4.6,-,,,Clear,250,23-07-2016 07:00
3799,9,3:00 AM,80.6,69.8,70,29.83,10,Calm,Calm,-,,,Clear,0,23-07-2016 07:35
3800,10,3:35 AM,80.6,69.8,70,29.83,10,SSW,4.6,-,,,Clear,210,23-07-2016 07:55
3801,11,3:55 AM,80.6,68,65,29.83,10,NNE,3.5,-,,,Clear,30,23-07-2016 08:00
3802,12,4:00 AM,82.4,66.2,58,29.83,10,Calm,Calm,-,,,Clear,0,23-07-2016 08:35
3803,13,4:35 AM,84.2,64.4,51,29.83,10,Calm,Calm,-,,,Clear,0,23-07-2016 08:55
3804,14,4:55 AM,82.4,64.4,54,29.84,10,Calm,Calm,-,,,Clear,0,23-07-2016 09:00
3805,15,5:00 AM,82.4,64.4,54,29.84,10,Calm,Calm,-,,,Clear,0,23-07-2016 09:35
3806,16,5:35 AM,82.4,64.4,54,29.85,10,Calm,Calm,-,,,Clear,0,23-07-2016 09:55
3807,17,5:55 AM,82.4,64.4,54,29.85,10,Calm,Calm,-,,,Clear,0,23-07-2016 10:00
3808,18,6:00 AM,82.4,64.4,54,29.86,10,NNW,3.5,-,,,Clear,340,23-07-2016 10:35
3809,19,6:35 AM,82.4,64.4,54,29.86,10,Calm,Calm,-,,,Clear,0,23-07-2016 10:55
3810,20,6:55 AM,82.4,64.4,54,29.86,10,West,5.8,-,,,Clear,260,23-07-2016 11:00
3811,21,7:00 AM,82.4,64.4,54,29.87,10,WSW,4.6,-,,,Clear,250,23-07-2016 11:35
3812,22,7:35 AM,82.4,64.4,54,29.87,10,WSW,6.9,-,,,Clear,250,23-07-2016 11:55
3813,23,7:55 AM,82.4,66.2,58,29.87,10,West,8.1,-,,,Clear,260,23-07-2016 12:00
3814,24,8:00 AM,82.4,66.2,58,29.87,10,West,8.1,-,,,Clear,270,23-07-2016 12:35
3815,25,8:35 AM,82.4,66.2,58,29.87,10,West,9.2,-,,,Clear,260,23-07-2016 12:55
3816,26,8:55 AM,84.2,66.2,55,29.87,10,West,4.6,-,,,Clear,270,23-07-2016 13:00
3817,27,9:00 AM,86,64.4,48,29.87,10,Calm,Calm,-,,,Clear,0,23-07-2016 13:35
3818,28,9:35 AM,87.8,62.6,43,29.86,9,NNW,4.6,-,,,Clear,330,23-07-2016 13:55
3819,29,9:55 AM,87.8,62.6,43,29.86,10,WNW,3.5,-,,,Clear,290,23-07-2016 14:00
3820,30,10:00 AM,89.6,62.6,40,29.86,10,West,9.2,38,,,Clear,260,23-07-2016 14:35
3821,31,10:35 AM,89.6,64.4,43,29.86,9,West,9.2,16.1,,,Clear,260,23-07-2016 14:55
3822,32,10:55 AM,89.6,64.4,43,29.86,10,West,9.2,18.4,,,Clear,260,23-07-2016 15:00
3823,33,11:00 AM,91.4,59,34,29.86,10,West,5.8,-,,,Clear,270,23-07-2016 15:35
3824,34,11:35 AM,93.2,60.8,34,29.86,10,West,9.2,17.3,,,Clear,260,23-07-2016 15:55
3825,35,11:55 AM,91.4,59,34,29.86,10,West,6.9,17.3,,,Clear,260,23-07-2016 16:00
3826,36,12:00 PM,91.4,60.8,36,29.86,10,West,9.2,-,,,Clear,260,23-07-2016 16:35
3827,37,12:35 PM,91.4,60.8,36,29.85,10,WSW,8.1,-,,,Clear,250,23-07-2016 16:55
3828,38,12:55 PM,93.2,57.2,30,29.85,9,WSW,6.9,-,,,Clear,240,23-07-2016 17:00
3829,39,1:00 PM,93.2,57.2,30,29.85,10,NNW,6.9,-,,,Clear,330,23-07-2016 17:35
3830,40,1:35 PM,93.2,59,32,29.84,10,WSW,8.1,17.3,,,Partly Cloudy,250,23-07-2016 17:55
3831,41,1:55 PM,93.2,59,32,29.83,10,WSW,9.2,25.3,,,Partly Cloudy,250,23-07-2016 18:00
3832,42,2:00 PM,93.2,60.8,34,29.84,9,West,6.9,20.7,,,Partly Cloudy,260,23-07-2016 18:35
3833,43,2:35 PM,93.2,59,32,29.83,10,West,5.8,25.3,,,Mostly Cloudy,270,23-07-2016 18:55
3834,44,2:55 PM,93.2,60.8,34,29.83,10,West,9.2,16.1,,,Mostly Cloudy,270,23-07-2016 19:00
3835,45,3:00 PM,95,59,30,29.82,10,WSW,10.4,23,,,Mostly Cloudy,250,23-07-2016 19:35
3836,46,3:35 PM,93.2,57.2,30,29.82,10,West,4.6,-,,,Scattered Clouds,270,23-07-2016 19:55
3837,47,3:55 PM,93.2,57.2,30,29.83,10,NW,4.6,55.2,,,Mostly Cloudy,310,23-07-2016 20:00
3838,48,4:00 PM,93.2,59,32,29.82,10,West,10.4,23,,,Mostly Cloudy,260,23-07-2016 20:35
3839,49,4:35 PM,93.2,59,32,29.81,10,West,10.4,18.4,,,Scattered Clouds,270,23-07-2016 20:55
3840,50,4:55 PM,93.2,59,32,29.81,10,West,13.8,17.3,,,Clear,260,23-07-2016 21:00
3841,51,5:00 PM,93.2,60.8,34,29.79,10,West,11.5,-,,,Clear,260,23-07-2016 21:35
3842,52,5:35 PM,93.2,59,32,29.79,10,West,12.7,19.6,,,Clear,270,23-07-2016 21:55
3843,53,5:55 PM,93.2,57.2,30,29.79,10,West,11.5,18.4,,,Clear,270,23-07-2016 22:00
3844,54,6:00 PM,95,57.2,28,29.79,10,West,9.2,19.6,,,Clear,270,23-07-2016 22:35
3845,55,6:35 PM,95,59,30,29.8,10,West,10.4,18.4,,,Clear,270,23-07-2016 22:55
3846,56,6:55 PM,93.2,59,32,29.8,10,West,5.8,17.3,,,Clear,280,23-07-2016 23:00
3847,57,7:00 PM,91.4,57.2,31,29.81,10,West,9.2,-,,,Partly Cloudy,270,23-07-2016 23:35
3848,58,7:35 PM,91.4,59,34,29.82,10,West,5.8,-,,,Scattered Clouds,270,23-07-2016 23:55
3849,59,7:55 PM,91.4,59,34,29.82,10,West,4.6,-,,,Mostly Cloudy,280,24-07-2016 00:00
3850,60,8:00 PM,89.6,60.8,38,29.83,10,Calm,Calm,-,,,Mostly Cloudy,0,24-07-2016 00:35
3851,61,8:35 PM,91.4,57.2,31,29.83,10,Calm,Calm,-,,,Mostly Cloudy,0,24-07-2016 00:55
3852,62,8:55 PM,91.4,55.4,29,29.84,10,Calm,Calm,-,,,Partly Cloudy,0,24-07-2016 01:00
3853,63,9:00 PM,87.8,59,38,29.85,10,South,3.5,-,,,Clear,190,24-07-2016 01:35
3854,64,9:35 PM,87.8,57.2,35,29.86,10,Calm,Calm,-,,,Clear,0,24-07-2016 01:55
3855,65,9:55 PM,87.8,57.2,35,29.87,10,SSW,3.5,-,,,Clear,210,24-07-2016 02:00
3856,66,10:00 PM,87.8,55.4,33,29.87,10,Calm,Calm,-,,,Clear,0,24-07-2016 02:35
3857,67,10:35 PM,86,57.2,37,29.88,10,Calm,Calm,-,,,Clear,0,24-07-2016 02:55
3858,68,10:55 PM,84.2,60.8,45,29.88,10,Calm,Calm,-,,,Clear,0,24-07-2016 03:00
3859,69,11:00 PM,84.2,60.8,45,29.89,10,Calm,Calm,-,,,Clear,0,24-07-2016 03:35
3860,70,11:35 PM,84.2,57.2,40,29.89,10,Calm,Calm,-,,,Clear,0,24-07-2016 03:55
3861,71,11:55 PM,84.2,59,42,29.9,10,Calm,Calm,-,,,Clear,0,24-07-2016 04:00
3862,0,12:00 AM,84.2,59,42,29.91,10,Calm,Calm,-,,,Clear,0,24-07-2016 04:35
3863,1,12:35 AM,84.2,57.2,40,29.91,10,Calm,Calm,-,,,Clear,0,24-07-2016 04:55
3864,2,12:55 AM,84.2,57.2,40,29.92,10,Calm,Calm,-,,,Clear,0,24-07-2016 05:00
3865,3,1:00 AM,82.4,60.8,48,29.92,10,Calm,Calm,-,,,Clear,0,24-07-2016 05:35
3866,4,1:35 AM,82.4,59,45,29.92,10,Calm,Calm,-,,,Clear,0,24-07-2016 05:55
3867,5,1:55 AM,82.4,59,45,29.93,10,Calm,Calm,-,,,Clear,0,24-07-2016 06:00
3868,6,2:00 AM,82.4,59,45,29.93,10,West,3.5,-,,,Clear,270,24-07-2016 06:35
3869,7,2:35 AM,82.4,60.8,48,29.93,10,Calm,Calm,-,,,Clear,0,24-07-2016 06:55
3870,8,2:55 AM,80.6,60.8,51,29.94,10,Calm,Calm,-,,,Clear,0,24-07-2016 07:00
3871,9,3:00 AM,80.6,62.6,54,29.94,10,NE,3.5,-,,,Clear,50,24-07-2016 07:35
3872,10,3:35 AM,80.6,62.6,54,29.93,10,NE,4.6,-,,,Clear,40,24-07-2016 07:55
3873,11,3:55 AM,78.8,62.6,57,29.94,10,NNE,4.6,-,,,Clear,30,24-07-2016 08:00
3874,12,4:00 AM,78.8,62.6,57,29.94,10,NE,5.8,-,,,Clear,40,24-07-2016 08:35
3875,13,4:35 AM,78.8,64.4,61,29.94,10,NE,4.6,-,,,Clear,50,24-07-2016 08:55
3876,14,4:55 AM,78.8,62.6,57,29.95,10,NE,6.9,-,,,Clear,40,24-07-2016 09:00
3877,15,5:00 AM,78.8,62.6,57,29.95,10,ENE,8.1,-,,,Clear,60,24-07-2016 09:35
3878,16,5:35 AM,78.8,62.6,57,29.96,10,ENE,8.1,-,,,Clear,60,24-07-2016 09:55
3879,17,5:55 AM,78.8,62.6,57,29.96,10,ENE,8.1,-,,,Clear,60,24-07-2016 10:00
3880,18,6:00 AM,78.8,64.4,61,29.97,10,ENE,3.5,-,,,Clear,70,24-07-2016 10:35
3881,19,6:35 AM,78.8,62.6,57,29.98,10,NE,4.6,-,,,Clear,50,24-07-2016 10:55
3882,20,6:55 AM,78.8,64.4,61,29.98,10,ENE,3.5,-,,,Clear,60,24-07-2016 11:00
3883,21,7:00 AM,78.8,64.4,61,29.98,10,Calm,Calm,-,,,Clear,0,24-07-2016 11:35
3884,22,7:35 AM,78.8,64.4,61,29.99,10,East,3.5,-,,,Clear,90,24-07-2016 11:55
3885,23,7:55 AM,78.8,64.4,61,29.99,10,Calm,Calm,-,,,Clear,0,24-07-2016 12:00
3886,24,8:00 AM,78.8,62.6,57,29.99,10,Calm,Calm,-,,,Clear,0,24-07-2016 12:35
3887,25,8:35 AM,80.6,62.6,54,29.99,10,Calm,Calm,-,,,Clear,0,24-07-2016 12:55
3888,26,8:55 AM,80.6,62.6,54,29.99,10,WSW,4.6,-,,,Clear,240,24-07-2016 13:00
3889,27,9:00 AM,80.6,60.8,51,30,10,West,3.5,-,,,Clear,260,24-07-2016 13:35
3890,28,9:35 AM,82.4,60.8,48,29.99,10,WSW,6.9,-,,,Clear,250,24-07-2016 13:55
3891,29,9:55 AM,84.2,60.8,45,29.99,10,SW,4.6,-,,,Clear,220,24-07-2016 14:00
3892,30,10:00 AM,84.2,64.4,51,29.99,10,SW,5.8,-,,,Clear,220,24-07-2016 14:35
3893,31,10:35 AM,84.2,64.4,51,29.99,10,SW,5.8,-,,,Clear,220,24-07-2016 14:55
3894,32,10:55 AM,86,64.4,48,29.99,10,SW,6.9,-,,,Clear,220,24-07-2016 15:00
3895,33,11:00 AM,87.8,64.4,46,29.98,10,SSW,5.8,-,,,Clear,210,24-07-2016 15:35
3896,34,11:35 AM,87.8,64.4,46,29.98,10,SSW,3.5,-,,,Clear,200,24-07-2016 15:55
3897,35,11:55 AM,87.8,62.6,43,29.98,10,WSW,5.8,-,,,Clear,240,24-07-2016 16:00
3898,36,12:00 PM,87.8,62.6,43,29.98,10,SW,3.5,-,,,Clear,230,24-07-2016 16:35
3899,37,12:35 PM,87.8,66.2,49,29.98,10,SSW,5.8,-,,,Clear,210,24-07-2016 16:55
3900,38,12:55 PM,87.8,66.2,49,29.98,10,SSW,6.9,-,,,Clear,200,24-07-2016 17:00
3901,39,1:00 PM,89.6,64.4,43,29.97,10,SSW,3.5,-,,,Clear,210,24-07-2016 17:35
3902,40,1:35 PM,89.6,62.6,40,29.97,10,Calm,Calm,-,,,Clear,0,24-07-2016 17:55
3903,41,1:55 PM,91.4,62.6,38,29.97,10,SSW,3.5,-,,,Clear,210,24-07-2016 18:00
3904,42,2:00 PM,89.6,62.6,40,29.96,10,SSW,5.8,-,,,Clear,210,24-07-2016 18:35
3905,43,2:35 PM,89.6,64.4,43,29.96,10,SW,8.1,-,,,Clear,220,24-07-2016 18:55
3906,44,2:55 PM,91.4,62.6,38,29.95,10,SW,10.4,-,,,Clear,220,24-07-2016 19:00
3907,45,3:00 PM,91.4,64.4,41,29.95,10,SSW,8.1,-,,,Clear,210,24-07-2016 19:35
3908,46,3:35 PM,89.6,64.4,43,29.95,10,South,8.1,-,,,Clear,190,24-07-2016 19:55
3909,47,3:55 PM,89.6,64.4,43,29.94,10,SSW,5.8,-,,,Clear,200,24-07-2016 20:00
3910,48,4:00 PM,89.6,64.4,43,29.94,10,South,8.1,-,,,Clear,190,24-07-2016 20:35
3911,49,4:35 PM,89.6,64.4,43,29.94,10,SSW,5.8,-,,,Clear,200,24-07-2016 20:55
3912,50,4:55 PM,89.6,66.2,46,29.94,10,SSW,4.6,-,,,Clear,200,24-07-2016 21:00
3913,51,5:00 PM,87.8,66.2,49,29.94,10,SSW,4.6,-,,,Clear,200,24-07-2016 21:35
3914,52,5:35 PM,87.8,68,52,29.94,10,SSE,5.8,-,,,Clear,160,24-07-2016 21:55
3915,53,5:55 PM,89.6,68,49,29.94,10,SSW,3.5,-,,,Clear,210,24-07-2016 22:00
3916,54,6:00 PM,89.6,66.2,46,29.94,10,Calm,Calm,-,,,Clear,0,24-07-2016 22:35
3917,55,6:35 PM,89.6,66.2,46,29.94,10,Calm,Calm,-,,,Clear,0,24-07-2016 22:55
3918,56,6:55 PM,87.8,68,52,29.94,10,West,3.5,-,,,Clear,260,24-07-2016 23:00
3919,57,7:00 PM,86,66.2,51,29.95,10,Calm,Calm,-,,,Clear,0,24-07-2016 23:35
3920,58,7:35 PM,84.2,69.8,62,29.95,10,SSW,4.6,-,,,Clear,210,24-07-2016 23:55
3921,59,7:55 PM,84.2,69.8,62,29.95,10,SW,6.9,-,,,Clear,220,25-07-2016 00:00
3922,60,8:00 PM,84.2,69.8,62,29.95,10,WSW,4.6,-,,,Clear,240,25-07-2016 00:35
3923,61,8:35 PM,84.2,68,58,29.95,10,WSW,6.9,-,,,Clear,250,25-07-2016 00:55
3924,62,8:55 PM,84.2,66.2,55,29.96,10,West,4.6,-,,,Clear,270,25-07-2016 01:00
3925,63,9:00 PM,84.2,68,58,29.96,10,WSW,4.6,-,,,Clear,250,25-07-2016 01:35
3926,64,9:35 PM,82.4,68,62,29.97,10,West,4.6,-,,,Clear,260,25-07-2016 01:55
3927,65,9:55 PM,82.4,69.8,66,29.98,10,West,4.6,-,,,Clear,260,25-07-2016 02:00
3928,66,10:00 PM,82.4,69.8,66,29.98,10,West,3.5,-,,,Clear,260,25-07-2016 02:35
3929,67,10:35 PM,82.4,69.8,66,29.98,10,WSW,3.5,-,,,Clear,240,25-07-2016 02:55
3930,68,10:55 PM,82.4,69.8,66,29.98,10,Calm,Calm,-,,,Clear,0,25-07-2016 03:00
3931,69,11:00 PM,80.6,69.8,70,29.98,10,Calm,Calm,-,,,Clear,0,25-07-2016 03:35
3932,70,11:35 PM,80.6,69.8,70,29.97,10,SW,3.5,-,,,Clear,220,25-07-2016 03:55
3933,71,11:55 PM,80.6,69.8,70,29.97,10,WSW,3.5,-,,,Clear,240,25-07-2016 04:00
3934,0,12:00 AM,80.6,69.8,70,29.97,10,Calm,Calm,-,,,Clear,0,25-07-2016 04:35
3935,1,12:35 AM,80.6,69.8,70,29.97,10,Calm,Calm,-,,,Clear,0,25-07-2016 04:55
3936,2,12:55 AM,80.6,69.8,70,29.97,10,West,3.5,-,,,Clear,260,25-07-2016 05:00
3937,3,1:00 AM,80.6,68,65,29.96,10,West,3.5,-,,,Clear,260,25-07-2016 05:35
3938,4,1:35 AM,80.6,69.8,70,29.96,10,West,3.5,-,,,Clear,270,25-07-2016 05:55
3939,5,1:55 AM,80.6,68,65,29.96,10,West,4.6,-,,,Clear,270,25-07-2016 06:00
3940,6,2:00 AM,78.8,68,69,29.95,10,WSW,3.5,-,,,Clear,250,25-07-2016 06:35
3941,7,2:35 AM,80.6,68,65,29.95,10,Calm,Calm,-,,,Clear,0,25-07-2016 06:55
3942,8,2:55 AM,80.6,66.2,61,29.95,10,WSW,4.6,-,,,Partly Cloudy,240,25-07-2016 07:00
3943,9,3:00 AM,80.6,66.2,61,29.95,10,Calm,Calm,-,,,Clear,0,25-07-2016 07:35
3944,10,3:35 AM,80.6,66.2,61,29.95,10,SW,3.5,-,,,Clear,230,25-07-2016 07:55
3945,11,3:55 AM,78.8,66.2,65,29.95,10,WSW,4.6,-,,,Mostly Cloudy,240,25-07-2016 08:00
3946,12,4:00 AM,78.8,66.2,65,29.96,10,WSW,3.5,-,,,Overcast,250,25-07-2016 08:35
3947,13,4:35 AM,78.8,66.2,65,29.95,10,SW,3.5,-,,,Overcast,220,25-07-2016 08:55
3948,14,4:55 AM,78.8,66.2,65,29.94,10,West,3.5,-,,,Overcast,260,25-07-2016 09:00
3949,15,5:00 AM,78.8,66.2,65,29.94,10,WSW,4.6,-,,,Overcast,250,25-07-2016 09:35
3950,16,5:35 AM,78.8,68,69,29.95,10,SW,4.6,-,,,Overcast,230,25-07-2016 09:55
3951,17,5:55 AM,78.8,66.2,65,29.95,10,Calm,Calm,-,,,Mostly Cloudy,0,25-07-2016 10:00
3952,18,6:00 AM,80.6,66.2,61,29.96,10,West,4.6,-,,,Overcast,260,25-07-2016 10:35
3953,19,6:35 AM,80.6,68,65,29.96,10,West,6.9,-,,,Overcast,260,25-07-2016 10:55
3954,20,6:55 AM,78.8,69.8,74,29.96,10,WSW,5.8,-,,,Overcast,250,25-07-2016 11:00
3955,21,7:00 AM,78.8,69.8,74,29.96,10,SW,6.9,-,,,Overcast,220,25-07-2016 11:35
3956,22,7:35 AM,78.8,71.6,78,29.95,10,SW,4.6,41.4,,,Overcast,220,25-07-2016 11:55
3957,23,7:55 AM,78.8,71.6,78,29.95,10,SW,5.8,-,,,Mostly Cloudy,220,25-07-2016 12:00
3958,24,8:00 AM,78.8,71.6,78,29.95,10,SW,4.6,-,,,Partly Cloudy,220,25-07-2016 12:35
3959,25,8:35 AM,78.8,71.6,78,29.95,10,SSW,5.8,-,,,Partly Cloudy,210,25-07-2016 12:55
3960,26,8:55 AM,78.8,71.6,78,29.95,10,SW,6.9,-,,,Partly Cloudy,220,25-07-2016 13:00
3961,27,9:00 AM,80.6,73.4,79,29.95,10,SW,4.6,-,,,Mostly Cloudy,230,25-07-2016 13:35
3962,28,9:35 AM,80.6,73.4,79,29.94,10,SSW,6.9,-,,,Scattered Clouds,210,25-07-2016 13:55
3963,29,9:55 AM,80.6,73.4,79,29.94,10,SW,4.6,-,,,Clear,220,25-07-2016 14:00
3964,30,10:00 AM,82.4,73.4,74,29.94,10,SSW,6.9,-,,,Clear,200,25-07-2016 14:35
3965,31,10:35 AM,82.4,73.4,74,29.94,10,SSW,8.1,-,,,Clear,200,25-07-2016 14:55
3966,32,10:55 AM,82.4,73.4,74,29.95,10,SSW,9.2,-,,,Partly Cloudy,210,25-07-2016 15:00
3967,33,11:00 AM,82.4,73.4,74,29.94,7,SW,8.1,-,,,Scattered Clouds,220,25-07-2016 15:35
3968,34,11:35 AM,82.4,73.4,74,29.93,9,SSW,8.1,-,,,Scattered Clouds,210,25-07-2016 15:55
3969,35,11:55 AM,82.4,73.4,74,29.92,9,SSW,6.9,-,,,Clear,210,25-07-2016 16:00
3970,36,12:00 PM,84.2,73.4,70,29.92,9,SSW,8.1,-,,,Clear,210,25-07-2016 16:35
3971,37,12:35 PM,84.2,73.4,70,29.91,10,South,6.9,-,,,Clear,190,25-07-2016 16:55
3972,38,12:55 PM,86,73.4,66,29.9,9,SW,4.6,-,,,Clear,230,25-07-2016 17:00
3973,39,1:00 PM,87.8,73.4,62,29.9,10,WSW,4.6,-,,,Clear,240,25-07-2016 17:35
3974,40,1:35 PM,87.8,73.4,62,29.89,10,WSW,5.8,-,,,Clear,250,25-07-2016 17:55
3975,41,1:55 PM,89.6,73.4,59,29.89,7,SSW,5.8,-,,,Clear,210,25-07-2016 18:00
3976,42,2:00 PM,89.6,73.4,59,29.88,10,SW,6.9,-,,,Partly Cloudy,230,25-07-2016 18:35
3977,43,2:35 PM,89.6,73.4,59,29.87,10,SW,5.8,-,,,Clear,230,25-07-2016 18:55
3978,44,2:55 PM,89.6,73.4,59,29.86,9,SSW,6.9,-,,,Clear,210,25-07-2016 19:00
3979,45,3:00 PM,89.6,73.4,59,29.85,9,South,4.6,-,,,Clear,180,25-07-2016 19:35
3980,46,3:35 PM,89.6,73.4,59,29.83,9,South,4.6,-,,,Clear,170,25-07-2016 19:55
3981,47,3:55 PM,91.4,73.4,55,29.82,9,South,4.6,-,,,Clear,190,25-07-2016 20:00
3982,48,4:00 PM,91.4,73.4,55,29.82,10,West,3.5,-,,,Partly Cloudy,270,25-07-2016 20:35
